Compound_ID,Molecular_Weight,H_Bond_Donors,H_Bond_Acceptors,Polar_Surface_Area,Number_of_Rings,Rotatable_Bonds,Antibiotic_Effectiveness,Drug_Efficacy,Antibiotic_Category,Drug_Category
Compound_227,296.5488623333802,1,8,157.5618048640395,5,2,0.2893606685465774,0.4027458455215965,Low_Potency,Less_Effective
Compound_228,546.0232775885567,5,2,62.09590218580188,2,9,0.6027090228917218,0.48257653919584786,High_Potency,Less_Effective
Compound_229,415.56931299863146,1,2,176.36520757087158,2,3,0.4561382009774139,0.44274583315738064,Low_Potency,Less_Effective
Compound_230,497.4056517708242,2,2,106.90033342583433,3,9,0.3734497623031039,0.5067256022467301,Low_Potency,Effective
Compound_231,351.31854655259605,5,9,110.63637870368639,1,8,0.1948937103112878,0.5303297963398032,Low_Potency,Effective
Compound_232,388.45194231317953,4,2,162.33058114422042,1,9,0.443671786188544,0.3141428451702145,Low_Potency,Less_Effective
Compound_233,346.25884690943195,7,8,234.07015536723168,2,9,0.5292443226062363,0.48783670048155403,High_Potency,Less_Effective
Compound_234,197.62149389902225,8,3,16.001586652155233,1,13,0.18520738981129006,0.46209110533394687,Low_Potency,Less_Effective
Compound_235,461.2260576307527,2,6,206.1858093367519,2,11,0.36453356860454744,0.4964970706330315,Low_Potency,Less_Effective
Compound_236,240.3861812204279,9,8,73.09577760304828,4,0,0.5121873660712697,0.31700243183818055,High_Potency,Less_Effective
Compound_237,112.15798321572692,2,6,110.97986362659445,3,1,0.03929339177703953,0.114460716978917,Low_Potency,Less_Effective
Compound_238,422.7361479535839,2,8,5.478332193752239,0,4,0.2871790152390974,0.37677316786388904,Low_Potency,Less_Effective
Compound_239,188.55533970352445,5,2,75.26151945857826,3,2,0.2857431878875387,0.18388432197008106,Low_Potency,Less_Effective
Compound_240,570.2292921764572,0,3,125.65781065753262,2,1,0.4686897107829319,0.47086631127203865,Low_Potency,Less_Effective
Compound_241,576.9642885012937,6,7,14.044019336859753,2,0,0.4236201920674479,0.724029152924122,Low_Potency,Effective
Compound_242,557.4321951102243,0,5,122.77393234579128,3,9,0.4562627399577766,0.5460754250221953,Low_Potency,Effective
Compound_243,285.0793501277222,4,4,231.77765721460682,5,2,0.41701764971600896,0.2917026399884266,Low_Potency,Less_Effective
Compound_244,107.72830826443371,9,3,26.348304526951306,2,0,0.2833556394697743,0.006811520379196662,Low_Potency,Less_Effective
Compound_245,564.1592812938627,7,7,191.1101820188761,1,11,0.6405428407437732,0.7239968556866,High_Potency,Effective
Compound_246,314.09207415865717,3,0,102.41776334399816,1,0,0.33073410154874083,0.2492041940410995,Low_Potency,Less_Effective
Compound_247,583.3274095218349,4,8,163.7934286310845,2,11,0.5740624652392727,0.8443910741170327,High_Potency,Effective
Compound_248,581.8099885446264,3,0,65.05914949630734,2,0,0.34349351725752775,0.4990355408472885,Low_Potency,Less_Effective
Compound_249,526.50472773368,3,7,39.87306563533957,5,7,0.3794166935199598,0.6194771520400151,Low_Potency,Effective
Compound_250,247.22444603479283,7,3,40.11565356780661,1,14,0.25503742861671386,0.3644758140643253,Low_Potency,Less_Effective
Compound_251,292.54886430096263,1,8,17.62298641078616,2,2,0.18605717905376826,0.4021660866563145,Low_Potency,Less_Effective
Compound_252,525.5683357584285,0,4,46.41167622531076,2,10,0.469105129154579,0.5526108776257762,Low_Potency,Effective
Compound_253,258.46100257813885,2,2,166.05484624724207,5,0,0.34998983606662637,0.30764708837589055,Low_Potency,Less_Effective
Compound_254,184.74637334304623,8,8,220.422652960877,5,6,0.39768869639700805,0.44578739789161104,Low_Potency,Less_Effective
Compound_255,378.4006312291751,3,8,203.53142139779047,3,9,0.5161900215178792,0.5026255431206412,High_Potency,Effective
Compound_256,568.0773870803905,9,3,171.28357746862102,5,2,0.8190632319918736,0.3191855467375726,High_Potency,Less_Effective
Compound_257,448.0148983374865,4,3,27.607965852775667,0,7,0.19997263666573287,0.5853486622470335,Low_Potency,Effective
Compound_258,385.0305850446825,1,7,72.29686157398746,1,3,0.4843005239200069,0.49487445237877553,Low_Potency,Less_Effective
Compound_259,148.58824688538425,3,1,77.45171883061724,3,3,0.28777315873949316,0.12710982419965594,Low_Potency,Less_Effective
Compound_260,407.5036133495849,1,8,62.48923659940531,0,4,0.37713227486115575,0.5392897437100903,Low_Potency,Effective
Compound_261,595.0269250521317,1,5,128.75141492743077,2,5,0.6005550913056753,0.5708374139930907,High_Potency,Effective
Compound_262,170.042007618262,3,8,133.88845371991815,2,6,0.3827268643891731,0.48522313103412207,Low_Potency,Less_Effective
Compound_263,359.16482618186836,5,7,89.22149379277755,3,13,0.38990604842438803,0.3597985276074096,Low_Potency,Less_Effective
Compound_264,538.6865359639778,6,6,88.44728968410901,5,13,0.665204247481751,0.6127385939913087,High_Potency,Effective
Compound_265,470.3843088771022,9,0,207.13889947652035,2,3,0.6396965843401926,0.5134949907992704,High_Potency,Effective
Compound_266,448.507870497634,2,2,197.3232120799214,4,7,0.5978276440701847,0.48865842067848714,High_Potency,Less_Effective
Compound_267,451.2420419935546,2,1,76.94895792018642,3,12,0.4971677357109947,0.658088694827124,Low_Potency,Effective
Compound_268,279.7455756098776,9,4,228.44711096831483,0,5,0.39354081758231374,0.21098300775690526,Low_Potency,Less_Effective
Compound_269,246.7959221322467,5,4,238.2037542506265,3,13,0.5433910776643252,0.5250836196820132,High_Potency,Effective
Compound_270,504.6805777392568,2,4,81.68563550751021,1,0,0.3561662720909661,0.5176761608382212,Low_Potency,Effective
Compound_271,505.05669733959036,1,3,88.60623719826371,5,0,0.44056573544014094,0.22853161136017686,Low_Potency,Less_Effective
Compound_272,533.5361592900518,7,4,126.40853835548971,5,8,0.6039375185470308,0.5128072105733928,High_Potency,Effective
Compound_273,556.6202762782357,4,2,235.28020313341838,3,9,0.6052313224033884,0.5204272736660821,High_Potency,Effective
Compound_274,355.6711994304689,0,0,219.07985828557787,2,5,0.538785350899934,0.14182519674357205,High_Potency,Less_Effective
Compound_275,350.75814734359983,2,4,25.64199064589745,2,9,0.13258123683244488,0.40637853224368936,Low_Potency,Less_Effective
Compound_276,499.1475894833876,9,8,98.18268581785405,4,7,0.40255227437566504,0.6734167070667858,Low_Potency,Effective
Compound_277,424.9819653888826,7,8,138.34279743744295,4,12,0.336502880144505,0.5642290043067811,Low_Potency,Effective
Compound_278,450.9834386288517,3,3,125.78311813788501,5,6,0.5763659735516585,0.4648689413199705,High_Potency,Less_Effective
Compound_279,497.8963347180505,6,2,48.465766984223166,4,11,0.39704369842630444,0.5435345847514655,Low_Potency,Effective
Compound_280,545.0026709087831,9,0,214.70419279203867,0,5,0.6374833366395111,0.42878743949197873,High_Potency,Less_Effective
Compound_281,268.99757842576787,1,1,169.23519574920934,4,3,0.3450819000664601,0.16881351654796906,Low_Potency,Less_Effective
Compound_282,287.79147631997205,6,7,209.4770937129509,0,6,0.3428398990663487,0.4777423817017045,Low_Potency,Less_Effective
Compound_283,146.9909699204345,4,0,214.69106983736805,4,8,0.47706273125234827,0.04595727046102385,Low_Potency,Less_Effective
Compound_284,389.14007049808697,4,7,187.08896341643495,5,13,0.4948282424937863,0.5736188608495429,Low_Potency,Effective
Compound_285,117.97113689837104,5,6,109.80265031242934,5,10,0.3063875143286239,0.4705293919840562,Low_Potency,Less_Effective
Compound_286,332.79900906623004,8,7,152.63668875385613,0,9,0.47179598631022507,0.4371286810600319,Low_Potency,Less_Effective
Compound_287,371.3223173537883,5,5,40.091351529935785,3,9,0.4398114483846645,0.3948160894189645,Low_Potency,Less_Effective
Compound_288,243.2706260641422,7,8,168.41135436872693,5,13,0.3838001055069412,0.5680653645869659,Low_Potency,Effective
Compound_289,395.4166302845054,6,2,44.81331393482019,3,6,0.49085080102343753,0.39995426291505015,Low_Potency,Less_Effective
Compound_290,115.25012496952472,8,9,173.4873976275392,2,0,0.534733665897462,0.33137814485204303,High_Potency,Less_Effective
Compound_291,118.67409437460721,3,3,57.39954018849217,0,9,0.02264444246197972,0.26296591148593207,Low_Potency,Less_Effective
Compound_292,511.30028032982915,1,5,29.387825037554993,5,8,0.41032363144107503,0.3087042751447683,Low_Potency,Less_Effective
Compound_293,280.0953207056315,6,7,41.321122535739356,1,12,0.27927900381234116,0.6047215548463243,Low_Potency,Effective
Compound_294,163.5302563259424,5,4,0.498033804767567,2,3,0.28541994661213255,0.4360228091317892,Low_Potency,Less_Effective
Compound_295,361.1216300274022,0,2,179.68490446338257,3,14,0.252642817331722,0.5958185207018969,Low_Potency,Effective
Compound_296,484.9967765493054,8,5,183.1002622645948,5,2,0.7952057539840195,0.09611207852589437,High_Potency,Less_Effective
Compound_297,207.91051374842158,8,3,128.73333747831487,0,3,0.20615244621395573,0.28371583041617104,Low_Potency,Less_Effective
Compound_298,411.4452379095001,1,8,40.340700263845925,4,3,0.3002337518548401,0.42762224421549555,Low_Potency,Less_Effective
Compound_299,142.67373249688399,2,2,20.888584377672437,1,12,0.18814400801678263,0.18669144630341847,Low_Potency,Less_Effective
Compound_300,125.84086058430384,4,3,4.782241609321752,3,9,0.12811253888612684,0.2761671232200299,Low_Potency,Less_Effective
Compound_301,365.677315784074,4,6,41.43704424130517,2,10,0.2449814717727107,0.48222348103274393,Low_Potency,Less_Effective
Compound_302,370.31756080505323,0,6,222.7138837457867,0,1,0.38555345106220834,0.43107748763135295,Low_Potency,Less_Effective
Compound_303,418.71495074910325,7,3,60.38421042542044,1,13,0.42210750238066264,0.518134652763281,Low_Potency,Effective
Compound_304,463.0456668613308,7,5,88.56783180430392,0,11,0.4429709158156235,0.4432825672186563,Low_Potency,Less_Effective
Compound_305,587.9260397312673,3,2,26.336371120333297,5,13,0.5442343012417963,0.5476238488132145,High_Potency,Effective
Compound_306,358.15017415059765,6,5,55.59032618704257,4,0,0.37076674534879744,0.26497092713456344,Low_Potency,Less_Effective
Compound_307,261.47823647062296,9,1,129.80614269505128,2,11,0.4798766307041863,0.16933717330597067,Low_Potency,Less_Effective
Compound_308,497.59309738435184,2,7,151.93817077391313,0,9,0.35968680448372486,0.45456426719417964,Low_Potency,Less_Effective
Compound_309,235.41612563103712,5,1,61.33807854155277,3,11,0.23184557706581999,0.302503883432172,Low_Potency,Less_Effective
Compound_310,319.48571035281805,9,6,14.433039806279302,5,0,0.40614675750576396,0.4753658810992733,Low_Potency,Less_Effective
Compound_311,139.22819067113298,9,8,97.75821728184967,5,12,0.3612774837750164,0.3592630858108759,Low_Potency,Less_Effective
Compound_312,112.67537170772876,8,0,58.550842731583536,2,13,0.2516313132561864,0.17270717032987354,Low_Potency,Less_Effective
Compound_313,581.3242073389625,0,7,54.888480807450485,5,7,0.5344389634289911,0.502754124225359,High_Potency,Effective
Compound_314,517.9900602561029,4,6,239.96570067836382,3,13,0.5555572452671871,0.6417136896702703,High_Potency,Effective
Compound_315,447.987103046849,3,5,154.075121481431,0,1,0.3409629814805828,0.5299173354922453,Low_Potency,Effective
Compound_316,304.476472207135,7,5,139.21961079302397,2,11,0.439755135476119,0.6499192581122825,Low_Potency,Effective
Compound_317,186.64716003542287,0,5,103.94377588083049,5,9,0.27023472796854986,0.3729713776957839,Low_Potency,Less_Effective
Compound_318,178.21852133554302,8,8,107.23608335753606,5,4,0.29954333772772657,0.34614505515400545,Low_Potency,Less_Effective
Compound_319,225.12144908229766,5,1,135.2262509595202,3,11,0.34090109811638064,0.26240032199617747,Low_Potency,Less_Effective
Compound_320,374.61333235306023,3,0,174.10745175902682,4,3,0.4193908618405585,0.2520855594196057,Low_Potency,Less_Effective
Compound_321,457.2979613500312,8,5,175.53652404545736,4,7,0.5785304392072008,0.5611161500050911,High_Potency,Effective
Compound_322,430.0986883588656,4,9,42.92347692636239,5,1,0.4852742963576546,0.4485782590329358,Low_Potency,Less_Effective
Compound_323,239.9669484729714,4,7,125.02818801915674,0,9,0.3136732117680994,0.40374972093190625,Low_Potency,Less_Effective
Compound_324,577.432640331597,4,2,102.9895237585255,2,8,0.6072350072444852,0.5290870327460222,High_Potency,Effective
Compound_325,468.94845834788424,0,9,217.63174156734604,5,6,0.49074692017227073,0.5135494944745086,Low_Potency,Effective
Compound_326,377.17702625570035,0,0,157.85473030459409,1,14,0.5091476920761986,0.4306200915960451,High_Potency,Less_Effective
Compound_327,405.8603731171761,7,8,133.12601660399545,2,12,0.4366868318019525,0.3886329691990372,Low_Potency,Less_Effective
Compound_328,309.80003121389495,7,0,28.84866054472934,4,6,0.3076893725928852,0.34141694244444293,Low_Potency,Less_Effective
Compound_329,223.86549475057873,5,2,151.40947233085285,5,0,0.47112392605100234,0.424420847064258,Low_Potency,Less_Effective
Compound_330,277.98633932563075,3,7,29.300976420058355,3,13,0.40884214454536383,0.4434531980341139,Low_Potency,Less_Effective
Compound_331,478.92305523218454,1,2,84.30164389143802,1,11,0.20568917893738672,0.5433324179882899,Low_Potency,Effective
Compound_332,107.19674431487793,1,3,35.71049120358297,5,1,0.16580103363220716,0.22995546156787042,Low_Potency,Less_Effective
Compound_333,158.03632025345811,8,7,173.01841175609223,0,3,0.3163546950230157,0.4133790741073849,Low_Potency,Less_Effective
Compound_334,123.00132101087638,4,0,51.56302845903815,1,3,0.21370285123854335,0.09556873179989966,Low_Potency,Less_Effective
Compound_335,120.36440115948507,3,5,97.9648432970065,5,10,0.28288920090062153,0.1332445420707848,Low_Potency,Less_Effective
Compound_336,527.7302920055035,9,0,223.91869440469466,0,13,0.7575382262892796,0.5518767230885453,High_Potency,Effective
Compound_337,451.8289296900118,0,0,51.07909584974257,1,2,0.27260392890398827,0.3407488221921173,Low_Potency,Less_Effective
Compound_338,337.0869145436626,6,7,126.95126598969478,0,6,0.52758287996061,0.41015797222817485,High_Potency,Less_Effective
Compound_339,148.91708032550073,2,3,104.8179152915055,0,11,0.1668028387940862,0.2925935079285664,Low_Potency,Less_Effective
Compound_340,345.80793755841614,5,0,4.531010261432433,1,7,0.3858436311655423,0.3382400028740506,Low_Potency,Less_Effective
Compound_341,336.7358853902829,4,9,198.1895283932032,1,1,0.4464525348900426,0.4540001228039069,Low_Potency,Less_Effective
Compound_342,186.60093495500757,4,6,17.26147657864993,0,3,0.3600981886087682,0.31638159432733015,Low_Potency,Less_Effective
Compound_343,316.92582461898655,4,4,118.5637552442384,4,13,0.25227909689010786,0.44284865046254485,Low_Potency,Less_Effective
Compound_344,299.2523671986867,0,4,140.1695737347375,1,2,0.1620427374778176,0.34459612829771963,Low_Potency,Less_Effective
Compound_345,407.92504902610824,0,0,157.10661415364677,5,1,0.5961433776351435,0.2567802811899193,High_Potency,Less_Effective
Compound_346,417.5468254338219,2,9,172.15790732696888,2,11,0.346506562563184,0.6692337671094132,Low_Potency,Effective
Compound_347,122.65200488602225,9,5,63.31809588067877,3,12,0.275000143339968,0.27902371970969814,Low_Potency,Less_Effective
Compound_348,287.3063073132356,3,8,2.4946941646123433,0,13,0.11807655043832224,0.5321766907571133,Low_Potency,Effective
Compound_349,412.9299578571182,4,8,180.860915588728,0,5,0.5459983070529139,0.3395794470263558,High_Potency,Less_Effective
Compound_350,351.5681292900439,1,7,133.91414983689464,3,12,0.22756962319202517,0.49738770591431464,Low_Potency,Less_Effective
Compound_351,528.2449205941612,7,4,209.02942580181218,4,3,0.6402577088329632,0.5289121525091053,High_Potency,Effective
Compound_352,429.3468158094725,1,0,205.34709072517356,3,5,0.4223888983068213,0.24952439053550818,Low_Potency,Less_Effective
Compound_353,181.46721354071485,8,8,210.8315419469708,1,1,0.5397170653450442,0.2623014280588015,High_Potency,Less_Effective
Compound_354,135.28437370021493,1,0,121.27366499488504,3,11,0.17829285261285102,0.0,Low_Potency,Less_Effective
Compound_355,421.2096391031578,8,7,83.40709895921641,0,3,0.4788577566302794,0.32399901521557306,Low_Potency,Less_Effective
Compound_356,113.2556552708109,6,4,197.8895506478425,3,10,0.2678178508159525,0.17818964790248376,Low_Potency,Less_Effective
Compound_357,392.88779063673167,7,2,112.82352825731373,2,5,0.6874301551252702,0.3787669655016516,High_Potency,Less_Effective
Compound_358,570.1151207124788,1,6,45.86054910085863,5,13,0.40112010050488867,0.7067509817142571,Low_Potency,Effective
Compound_359,387.73708893793946,6,6,213.7435048903686,1,4,0.502406363536468,0.4262191693646067,High_Potency,Less_Effective
Compound_360,294.084963103261,5,8,220.6399691930868,3,2,0.6390298927911542,0.3444639704467696,High_Potency,Less_Effective
Compound_361,421.64410922117656,3,6,116.57743903504253,0,7,0.3054167284081014,0.4565192313125763,Low_Potency,Less_Effective
Compound_362,329.1264452457583,6,2,18.924931827446866,5,6,0.5497747357120316,0.41102220506788834,High_Potency,Less_Effective
Compound_363,372.8083946579675,3,0,96.9565224792328,1,2,0.2994889645652406,0.2964875811269503,Low_Potency,Less_Effective
Compound_364,570.7324043882626,1,7,200.88441486565085,0,5,0.5332435524687779,0.5537603766283055,High_Potency,Effective
Compound_365,293.0513189003871,9,2,225.44350713655717,4,3,0.516278967810176,0.40469749545771727,High_Potency,Less_Effective
Compound_366,580.595281911957,6,7,50.86818562439896,2,10,0.3487218782743575,0.8553943587075814,Low_Potency,Effective
Compound_367,552.6753209780319,7,7,16.74340300631788,4,4,0.5378584846147985,0.43720930229532096,High_Potency,Less_Effective
Compound_368,197.89556739464822,1,4,219.33761328320966,2,10,0.3917415477555785,0.39751471861748333,Low_Potency,Less_Effective
Compound_369,134.68065043758273,4,0,97.35123474471882,3,4,0.14363273878194255,0.4521093943936937,Low_Potency,Less_Effective
Compound_370,150.38900068871334,0,9,135.44024106689082,1,6,0.16950752797366478,0.388279887897495,Low_Potency,Less_Effective
Compound_371,109.11091282577486,6,6,242.01645301268974,3,10,0.5382445149767299,0.3376182055002776,High_Potency,Less_Effective
Compound_372,147.2214803779642,7,9,16.641181978555714,2,4,0.32026891418482106,0.32590759292928145,Low_Potency,Less_Effective
Compound_373,441.5033867081784,5,4,162.0795018630239,2,10,0.44422712799943664,0.5566870762211931,Low_Potency,Effective
Compound_374,135.5943242301145,4,7,18.52635564371677,2,14,0.13619900979991842,0.49255279947506464,Low_Potency,Less_Effective
Compound_375,259.4878151468806,5,8,93.86723211662509,5,2,0.5829954591135513,0.2351818560143355,High_Potency,Less_Effective
Compound_376,522.4376554847272,1,6,200.9536362983617,0,9,0.2972885298007672,0.5856434074942687,Low_Potency,Effective
Compound_377,111.63596786791294,0,6,108.3680581889086,1,4,0.15325923971088976,0.02080752546220105,Low_Potency,Less_Effective
Compound_378,507.2342412944679,6,0,249.2955884757376,3,6,0.47658390405842965,0.39722449920082864,Low_Potency,Less_Effective
Compound_379,240.92738738669996,6,3,139.76482123665053,3,4,0.5337570151670985,0.18368273220892606,High_Potency,Less_Effective
Compound_380,159.08241381082814,9,1,80.29053815898837,4,4,0.3897279428784377,0.21330603378743387,Low_Potency,Less_Effective
Compound_381,448.3685826820753,9,1,55.02783147618828,2,8,0.49935729833226505,0.259941002407281,Low_Potency,Less_Effective
Compound_382,414.471423389942,1,1,87.63013357154045,2,14,0.6075623828482977,0.4317492178807185,High_Potency,Less_Effective
Compound_383,538.7360067635265,1,3,93.1333184398877,2,2,0.33786072389336735,0.542478429561079,Low_Potency,Effective
Compound_384,467.5355219019429,0,0,17.178419430990242,3,12,0.472368087901617,0.40405703279020366,Low_Potency,Less_Effective
Compound_385,501.74046519242427,9,3,92.3935498566933,4,5,0.5323785477074146,0.27066673238649425,High_Potency,Less_Effective
Compound_386,241.01728628565326,7,1,116.05962993480622,0,0,0.33000510133218175,0.2064315061700006,Low_Potency,Less_Effective
Compound_387,188.71977188986142,7,4,180.68443805970117,5,9,0.726058295388085,0.267160281950644,High_Potency,Less_Effective
Compound_388,475.3073758204292,0,2,164.182371180402,1,4,0.3695572137950355,0.3916163736063298,Low_Potency,Less_Effective
Compound_389,503.417369633632,7,7,177.19141380728857,0,7,0.39602467543312203,0.49595795444282875,Low_Potency,Less_Effective
Compound_390,595.2525710003367,8,3,2.0909204692142747,3,4,0.537490900688171,0.7076080551148941,High_Potency,Effective
Compound_391,306.30883845571327,3,0,54.416849895134014,5,8,0.3227475499605968,0.1550652853851242,Low_Potency,Less_Effective
Compound_392,286.0090428963916,0,0,165.42107209996414,5,10,0.39538429663488645,0.6073555897870218,Low_Potency,Effective
Compound_393,488.2064803709984,0,9,120.99734204493679,5,5,0.410874667822005,0.5330740005055304,Low_Potency,Effective
Compound_394,270.40177012650895,2,2,1.3283689170864865,2,7,0.43115137515073343,0.3319458377061529,Low_Potency,Less_Effective
Compound_395,565.3786628017824,4,8,201.12366060795557,1,9,0.5959285104375159,0.5994394667740732,High_Potency,Effective
Compound_396,529.2063759215059,4,6,193.20239332258436,3,7,0.44166863984623866,0.5044742279621254,Low_Potency,Effective
Compound_397,314.49701368750914,8,1,137.10479074839066,3,12,0.48938701964485254,0.31118168544840946,Low_Potency,Less_Effective
Compound_398,475.4355338957487,9,8,16.61583144406803,5,2,0.4343807830197582,0.5637494854681959,Low_Potency,Effective
Compound_399,477.2714370423412,1,9,191.62876238314615,3,6,0.4371673441773921,0.43710098866552194,Low_Potency,Less_Effective
Compound_400,151.5619344179663,1,1,145.928396932841,1,13,0.13814628036524035,0.3307854773695778,Low_Potency,Less_Effective
Compound_401,551.2764533397833,5,2,195.4899942894898,1,6,0.7594087410887526,0.26906836205467466,High_Potency,Less_Effective
Compound_402,352.6261862239286,8,9,187.9367480989601,4,13,0.4841906967399769,0.6157703345967954,Low_Potency,Effective
Compound_403,513.2287330538709,0,1,200.75051798945927,4,9,0.5526378827845831,0.5670667492957997,High_Potency,Effective
Compound_404,260.02480051530586,8,2,129.5020166011562,0,11,0.3612660713509152,0.23256462294613364,Low_Potency,Less_Effective
Compound_405,547.7616142481002,8,5,35.08112954837875,1,5,0.3627710601721407,0.5997153363372745,Low_Potency,Effective
Compound_406,294.60083936708156,8,8,167.78936834492217,1,11,0.4779635113160958,0.5082057673071533,Low_Potency,Effective
Compound_407,105.41882574014917,4,8,155.11844626299265,1,6,0.31354002025570604,0.47012186269588346,Low_Potency,Less_Effective
Compound_408,552.6909882096318,8,6,185.5632967997718,4,13,0.7073254514867513,0.5762733539086455,High_Potency,Effective
Compound_409,145.64333839306678,3,2,42.470251512683824,5,1,0.0,0.43202748263431756,Low_Potency,Less_Effective
Compound_410,259.6568187952074,1,3,48.74379997507231,5,8,0.14867221134408576,0.10069299709761453,Low_Potency,Less_Effective
Compound_411,575.0309835254025,5,5,222.6023793048321,3,9,0.7113528671087554,0.5704036089533224,High_Potency,Effective
Compound_412,575.303573468778,3,4,187.4944496130177,5,9,0.4886199834972573,0.4136787445835587,Low_Potency,Less_Effective
Compound_413,386.71894406164307,5,1,227.05712217508074,2,0,0.5286329081352306,0.46291804705940537,High_Potency,Less_Effective
Compound_414,415.91860608489964,2,5,189.6788302909802,4,0,0.34056656441902206,0.35110897134168284,Low_Potency,Less_Effective
Compound_415,324.2227609891599,5,2,149.28882649757546,1,2,0.47136921857515096,0.26564666625584504,Low_Potency,Less_Effective
Compound_416,246.60538584903227,1,7,163.5331842569684,5,13,0.4505895332629816,0.5220607337078761,Low_Potency,Effective
Compound_417,264.33227268495796,1,1,222.2819809850025,4,14,0.4698493784143843,0.3824076631572432,Low_Potency,Less_Effective
Compound_418,436.2592280385192,8,0,144.70168862798513,5,2,0.6804799794903409,0.258129996385546,High_Potency,Less_Effective
Compound_419,476.18726471884,6,8,158.09783108209686,0,0,0.6409619117150508,0.3517934514163219,High_Potency,Less_Effective
Compound_420,495.7895218629243,2,2,39.11917900090015,1,11,0.21844935763795148,0.5340443548086258,Low_Potency,Effective
Compound_421,494.80907139727697,0,0,118.48030502902567,0,6,0.2633215866067228,0.4477560775337992,Low_Potency,Less_Effective
Compound_422,145.60305152434518,7,6,179.09927798952475,1,3,0.4625019718508386,0.32660642465640305,Low_Potency,Less_Effective
Compound_423,347.21015235129073,5,9,67.73567457909135,4,9,0.5074822596893331,0.7227461199315127,High_Potency,Effective
Compound_424,128.77938000832214,6,4,50.56354513113373,3,12,0.20740623075187556,0.1084760295641489,Low_Potency,Less_Effective
Compound_425,374.76444116186775,8,4,78.4567020561039,5,1,0.4190923090265919,0.3364045743726414,Low_Potency,Less_Effective
Compound_426,320.76525068668855,4,0,60.37515699820836,5,9,0.3067947352821937,0.45301728403993513,Low_Potency,Less_Effective
Compound_427,543.8520913791499,0,8,53.72815925909896,2,4,0.18773241002579277,0.5634491518088802,Low_Potency,Effective
Compound_428,275.45750627603934,9,6,106.21271071702174,0,5,0.2755578034942294,0.1364877588146992,Low_Potency,Less_Effective
Compound_429,158.53350821380292,6,7,226.95962847088353,5,8,0.33943852571392624,0.22325171465754323,Low_Potency,Less_Effective
Compound_430,171.49584102641793,4,8,126.76491168467957,4,3,0.30441666914705595,0.3471875456520106,Low_Potency,Less_Effective
Compound_431,480.75531585873614,2,5,46.98009520383076,3,1,0.39504538567582814,0.4630566067274915,Low_Potency,Less_Effective
Compound_432,409.1090316581305,8,4,19.24291734521852,4,4,0.489962799536144,0.47332465760618914,Low_Potency,Less_Effective
Compound_433,150.56133806139513,0,5,174.0390362844813,0,2,0.16365567273071452,0.14893999768611166,Low_Potency,Less_Effective
Compound_434,142.0534030574987,0,1,95.69969110909696,2,1,0.13252107612127234,0.15402392553026226,Low_Potency,Less_Effective
Compound_435,450.48456572956,0,3,205.4577366463398,5,11,0.4853079550303113,0.41240337969674096,Low_Potency,Less_Effective
Compound_436,136.38150318209676,2,2,164.87769216019254,4,0,0.1571581162709264,0.15691680148576695,Low_Potency,Less_Effective
Compound_437,510.9300296451781,5,6,199.06036263534213,1,9,0.6273240248058384,0.585941239473806,High_Potency,Effective
Compound_438,453.1211135782481,9,8,67.9865098546122,3,1,0.6394882925742409,0.39332807370254164,High_Potency,Less_Effective
Compound_439,140.6743903209499,2,4,173.08973061526453,4,5,0.2529175825505493,0.3962679566235687,Low_Potency,Less_Effective
Compound_440,142.41885704259596,7,5,66.0154961734297,3,7,0.2741782095251638,0.11771564301215862,Low_Potency,Less_Effective
Compound_441,593.3197892505877,9,9,234.7671198625729,5,12,0.8721381463332025,0.7213844278660058,High_Potency,Effective
Compound_442,287.1353978780602,1,1,159.0935703833436,1,2,0.29520406281338174,0.15379970881960914,Low_Potency,Less_Effective
Compound_443,285.32107353344543,8,2,81.12795004383553,2,10,0.45972077473028744,0.5469675859412577,Low_Potency,Effective
Compound_444,506.39978362875127,2,2,67.37796557306817,2,14,0.37120505822608607,0.6241063231812094,Low_Potency,Effective
Compound_445,573.6242886919293,4,8,47.731646267910875,1,8,0.5772948668749874,0.5841518215909139,High_Potency,Effective
Compound_446,593.0005319114355,9,6,173.66023972343194,3,14,0.7144364205596129,0.6740288256755864,High_Potency,Effective
Compound_447,476.6890926294708,7,7,54.67890324948183,5,11,0.5601865794395734,0.7905851324843669,High_Potency,Effective
Compound_448,288.12979276545786,1,9,148.82581648187227,4,8,0.40642287010825207,0.3841256320039689,Low_Potency,Less_Effective
Compound_449,141.7503583493344,5,8,66.15875673133934,1,1,0.18495747759363412,0.0913887550098337,Low_Potency,Less_Effective
Compound_450,488.5734579637184,4,5,165.49223619846714,0,7,0.4103566042483794,0.5481496582221937,Low_Potency,Effective
Compound_451,379.2021248679025,9,3,203.7349321351348,3,9,0.6595135720980567,0.46416545331938375,High_Potency,Less_Effective
Compound_452,312.11100462348816,8,0,194.50631078616328,2,10,0.5176351672173698,0.4080107937546448,High_Potency,Less_Effective
Compound_453,553.177192547368,4,7,190.21283273269543,1,11,0.4076644283453298,0.7227140377854406,Low_Potency,Effective
Compound_454,155.59874115307568,1,6,46.93060142306302,2,4,0.3559876275107996,0.45413639250876375,Low_Potency,Less_Effective
Compound_455,346.31255214542955,4,1,22.096236746129676,3,3,0.41864045219932855,0.11906128572601615,Low_Potency,Less_Effective
